1,0.13433
2,0.426417
3,0.703652
4,0.785057
5,0.867148
6,1.01757
7,1.33466
8,1.56924
9,1.72223
10,1.82415
11,1.83604
12,2.06552
13,2.22317
14,2.35969
15,2.57406
16,2.8754
17,3.05477
18,3.07394
19,3.30085
20,3.476
21,3.55039
22,3.69326
23,3.96374
24,3.95409
25,4.09305
26,4.22095
27,4.18917
28,4.39533
29,4.53983
30,4.61379
31,4.56821
32,4.55278
33,4.59691
34,4.581
35,4.56526
36,4.62888
37,4.89007
38,5.02986
39,5.14826
40,5.26569
41,5.33244
42,5.52724
43,5.79932
44,5.99926
45,6.14772
46,6.29471
47,6.47026
48,6.6835
49,6.85501
50,6.88609
51,6.92676
52,6.96703
53,6.89805
54,6.9683
55,6.98848
56,7.07777
57,7.19588
58,7.12463
59,7.11344
60,7.19158
61,7.30855
62,7.35506
63,7.4208
64,7.6246
65,7.78679
66,7.71964
67,7.73236
68,7.74496
69,7.78713
70,7.89819
71,7.82994
72,8.02968
73,7.97984
74,7.97018
75,8.09915
76,8.10803
77,8.13663
78,8.15504
79,8.21287
80,8.27012
81,8.39612
82,8.56056
83,8.4758
84,8.46123
85,8.56553
86,8.7283
87,8.67162
88,8.77384
89,9.08305
90,9.04259
91,9.34914
92,9.49423
93,9.727
94,9.67033
95,9.81225
96,9.71509
97,9.80699
98,9.94755
99,10.1263
100,10.2142
101,10.1626
102,10.1511
103,10.209
104,10.296
105,10.3624
106,10.3093
107,10.237
108,10.294
109,10.2119
110,10.2494
111,10.4747
112,10.5294
113,10.4648
114,10.777
115,10.7
116,10.901
117,10.9316
118,10.9026
119,10.8937
120,11.0631
121,11.1317
122,11.2592
123,11.2368
124,11.3731
125,11.3001
126,11.2179
127,11.1762
128,11.3032
129,11.3695
130,11.3461
131,11.3526
132,11.6362
133,11.7983
134,11.8003
135,11.9409
136,11.9315
137,11.8332
138,11.7754
139,11.7182
140,11.721
141,11.7435
142,11.8649
143,11.9355
144,11.9263
145,11.8676
146,11.9877
147,11.9581
148,11.9387
149,11.8799
150,12.089
151,12.207
152,12.4129
153,12.3494
154,12.2469
155,12.4524
156,12.5766
157,12.5412
158,12.7438
159,12.6573
160,12.6508
161,12.5849
162,12.6979
163,12.6019
164,12.7841
165,12.7565
166,12.9768
167,13.175
168,13.1436
169,13.1719
170,13.2989
171,13.2068
172,13.086
173,13.194
174,13.2515
175,13.3282
176,13.4537
177,13.5086
178,13.5531
179,13.4684
180,13.5924
181,13.5172
182,13.7795
183,14.0391
184,14.3853
185,14.431
186,14.4564
187,14.343
188,14.6861
189,14.5803
190,14.5746
191,14.5689
192,14.4246
193,14.3412
194,14.3577
195,14.364
196,14.4
197,14.2971
